Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:46543000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
46543000;1;21/11/2017;01/01/1900 11:27;149;"37,0";"40,975";"59,165";"21,98";"0,693";"2,69";Anderson e Luciano;16
46543000;2;21/09/2017;01/01/1900 17:19;150;"16,0";"20,3";"60,9";"31,3";"0,334";"1,94";Miguel e Adaltro;16
46543000;1;21/09/2017;01/01/1900 17:19;150;"16,0";"20,331";"60,938";"31,319";"0,334";"1,94";Miguel e Adaltro;16
46543000;2;01/06/2017;01/01/1900 13:48;148;"21,0";"23,5";"66,8";"30,4";"0,352";"2,19";Luciano e Cunha;16
46543000;1;01/06/2017;01/01/1900 13:48;148;"21,0";"23,491";"66,752";"30,404";"0,352";"2,19";Luciano e Cunha;16
46543000;2;31/01/2017;01/01/1900 12:05;147;"32,0";"31,8";"70,0";"30,8";"0,455";"2,27";;
46543000;1;31/01/2017;01/01/1900 12:05;147;"32,0";"31,825";"69,951";"30,75";"0,455";"2,27";;
46543000;2;30/11/2016;01/01/1900 10:42;146;"36,0";"36,1";"72,6";"31,9";"0,498";"2,28";;
46543000;1;30/11/2016;01/01/1900 10:42;146;"36,0";"36,142";"72,644";"31,872";"0,498";"2,279";;
46543000;2;08/10/2016;01/01/1900 08:52;145;"23,0";"25,8";"68,6";"31,3";"0,376";"2,19";;
46543000;1;08/10/2016;01/01/1900 08:52;145;"23,0";"25,8";"68,6";"31,26";"0,376";"2,194";;
46543000;1;20/06/2016;01/01/1900 11:35;144;"15,0";"14,2233";"62,2025";"31,0";"0,2287";"2,0065";;
46543000;1;20/06/2016;01/01/1900 11:35;144;"15,0";"14,2";"62,2";"31,0";"0,242";"2,01";;
46543000;1;25/01/2016;01/01/1900 12:46;142;"67,0";"58,0";"83,6";"32,0";"0,694";"2,61";;
46543000;1;25/01/2016;01/01/1900 13:16;141;"67,0";"57,7";"83,7";"32,0";"0,689";"2,62";;
46543000;1;25/01/2016;01/01/1900 12:46;142;"67,0";"58,0379";"83,555";"32,0";"0,6946";"2,6111";;
46543000;1;25/01/2016;01/01/1900 13:16;141;"67,0";"57,7183";"83,675";"32,0";"0,6898";"2,6148";;
46543000;1;22/01/2016;01/01/1900 15:18;140;"68,0";"58,5504";"86,5275";"32,0";"0,6767";"2,704";;
46543000;1;22/01/2016;01/01/1900 15:56;143;"68,0";"59,5715";"84,22";"32,0";"0,7073";"2,6319";;
46543000;1;22/01/2016;01/01/1900 15:18;140;"68,0";"58,5";"86,5";"32,0";"0,676";"2,7";;
46543000;1;22/01/2016;01/01/1900 15:56;143;"68,0";"59,5";"84,2";"32,0";"0,707";"2,63";;
46543000;2;03/08/2015;01/01/1900 13:20;139;"23,0";"27,4";"72,9";"33,0";"0,376";"2,21";;
46543000;2;03/08/2015;01/01/1900 12:17;138;"23,0";"27,2";"74,4";"33,0";"0,366";"2,25";;
46543000;1;03/08/2015;01/01/1900 12:17;138;"23,0";"27,2393";"74,36";"33,0";"0,3663";"2,2533";;
46543000;1;03/08/2015;01/01/1900 13:20;139;"23,0";"27,4269";"72,905";"33,0";"0,3762";"2,2092";;
46543000;2;07/02/2015;01/01/1900 10:25;138;"44,0";"42,4";"77,3";"32,5";"0,548";"2,38";;
46543000;1;07/02/2015;01/01/1900 10:25;138;"43,5";"42,3595";"77,34";"32,5";"0,5477";"2,3797";;
46543000;2;13/08/2014;01/01/1900 10:41;135;"25,0";"26,1006";"69,41";"31,0";"0,376";"2,239";;0
46543000;1;13/08/2014;01/01/1900 10:41;135;"25,0";"26,1006";"69,41";"31,0";"0,376";"2,239";;
46543000;2;04/02/2014;01/01/1900 11:35;134;"35,0";"35,5247";"81,0225";"34,9";"0,4385";"2,3216";;0
46543000;1;04/02/2014;01/01/1900 11:35;134;"35,0";"35,5247";"81,0225";"34,9";"0,4385";"2,3216";;
46543000;2;19/12/2013;01/01/1900 11:06;133;"58,0";"52,0058";"79,56";"33,0";"0,6537";"2,4109";;0
46543000;1;19/12/2013;01/01/1900 11:06;133;"58,0";"52,0058";"79,56";"33,0";"0,6537";"2,4109";;
46543000;2;10/10/2013;01/01/1900 11:36;132;"24,0";"22,2983";"69,3238";"33,0";"0,3217";"2,1007";;0
46543000;1;10/10/2013;01/01/1900 11:36;132;"23,5";"22,2983";"69,3238";"33,0";"0,3217";"2,1007";;
46543000;2;03/06/2013;01/01/1900 12:50;131;"29,0";"29,4341";"71,575";"33,0";"0,4112";"2,1689";;0
46543000;1;03/06/2013;01/01/1900 12:50;131;"29,0";"29,4341";"71,575";"33,0";"0,4112";"2,1689";;
46543000;2;01/08/2012;01/01/1900 10:31;129;"29,0";"25,5316";"75,175";"32,6";"0,3396";"2,306";;0
46543000;2;01/08/2012;01/01/1900 11:23;130;"29,0";"28,9963";"74,945";"32,6";"0,3869";"2,2989";;0
46543000;1;01/08/2012;01/01/1900 11:23;130;"29,0";"28,9963";"74,945";"32,6";"0,3869";"2,2989";;
46543000;1;01/08/2012;01/01/1900 10:31;129;"29,0";"25,5316";"75,175";"32,6";"0,3396";"2,306";;
46543000;2;03/02/2012;01/01/1900 12:26;128;"49,0";"38,006";"81,413";"32,8";"0,4668";"2,4821";;0
46543000;2;03/02/2012;01/01/1900 11:03;127;"50,0";"34,1";"81,6";"32,8";"0,418";"2,49";;0
46543000;1;03/02/2012;01/01/1900 11:03;127;"50,0";"34,1";"81,6";"32,8";"0,418";"2,49";;
46543000;1;03/02/2012;01/01/1900 12:26;128;"49,0";"38,006";"81,413";"32,8";"0,4668";"2,4821";;
46543000;2;11/10/2011;01/01/1900 11:26;125;"36,0";"30,7145";"78,83";"33,0";"0,3896";"2,3888";;0
46543000;2;11/10/2011;01/01/1900 12:09;126;"36,0";"31,3751";"77,755";"33,0";"0,4035";"2,3562";;0
46543000;1;11/10/2011;01/01/1900 11:26;125;"36,0";"30,7145";"78,83";"33,0";"0,3896";"2,3888";;
46543000;1;11/10/2011;01/01/1900 12:09;126;"36,0";"31,3751";"77,755";"33,0";"0,4035";"2,3562";;
46543000;2;17/02/2011;01/01/1900 13:09;124;"51,0";"52,1121";"81,16";"33,0";"0,6421";"2,4594";;0
46543000;1;17/02/2011;01/01/1900 13:09;124;"51,0";"52,1121";"81,16";"33,0";"0,6421";"2,4594";;
46543000;2;30/04/2010;01/01/1900 12:25;123;"33,0";"35,273";"76,68";"33,0";"0,46";"2,32";;0
46543000;1;30/04/2010;01/01/1900 12:25;123;"33,0";"35,273";"76,68";"33,0";"0,46";"2,32";;
46543000;2;02/02/2010;01/01/1900 10:50;121;"38,0";"30,501";"75,46";"33,0";"0,404";"2,29";;0
46543000;2;02/02/2010;01/01/1900 12:28;122;"38,0";"28,465";"75,55";"33,0";"0,377";"2,29";;0
46543000;1;02/02/2010;01/01/1900 10:50;121;"38,0";"30,501";"75,46";"33,0";"0,404";"2,29";;
46543000;1;02/02/2010;01/01/1900 12:28;122;"38,0";"28,465";"75,55";"33,0";"0,377";"2,29";;
46543000;2;11/11/2009;01/01/1900 12:59;120;"67,0";"67,966";"85,52";"33,3";"0,795";"2,57";;0
46543000;1;11/11/2009;01/01/1900 12:59;120;"67,0";"67,966";"85,52";"33,3";"0,795";"2,57";;
46543000;2;23/07/2009;01/01/1900 13:57;119;"30,0";"31,826";"73,74";"33,5";"0,432";"2,2";;0
46543000;1;23/07/2009;01/01/1900 13:57;119;"30,0";"31,826";"73,74";"33,5";"0,432";"2,2";;
46543000;2;12/12/2008;01/01/1900 11:10;118;"46,0";"43,6";"76,9";"33,7";"0,567";"2,28";;0
46543000;1;12/12/2008;01/01/1900 11:10;118;"46,0";"43,6";"76,9";"33,7";"0,567";"2,28";;
46543000;2;04/09/2008;01/01/1900 13:20;116;"22,0";"23,687";"73,1";"33,5";"0,324";"2,18";;0
46543000;2;04/09/2008;01/01/1900 12:25;117;"22,0";"23,542";"73,1";"33,5";"0,322";"2,18";;0
46543000;1;04/09/2008;01/01/1900 13:20;116;"22,0";"23,687";"73,1";"33,5";"0,324";"2,18";;
46543000;1;04/09/2008;01/01/1900 12:25;117;"22,0";"23,542";"73,1";"33,5";"0,322";"2,18";;
46543000;2;23/08/2007;01/01/1900 13:35;112;"28,0";"28,012";"72,42";"33,3";"0,387";"2,18";;0
46543000;2;23/08/2007;01/01/1900 12:10;113;"28,0";"28,372";"73,59";"33,3";"0,386";"2,21";;0
46543000;1;23/08/2007;01/01/1900 12:10;113;"28,0";"28,372";"73,59";"33,3";"0,386";"2,21";;
46543000;1;23/08/2007;01/01/1900 13:35;112;"28,0";"28,012";"72,42";"33,3";"0,387";"2,18";;
46543000;2;02/05/2007;01/01/1900 09:25;111;"36,0";"37,396";"77,24";"33,8";"0,484";"2,28";;0
46543000;1;02/05/2007;01/01/1900 09:25;111;"36,0";"37,396";"77,24";"33,8";"0,484";"2,28";;
46543000;2;22/07/2006;01/01/1900 09:20;110;"37,0";"38,67";"79,32";"33,6";"0,488";"2,36";;0
46543000;1;22/07/2006;01/01/1900 09:20;110;"37,0";"38,67";"79,32";"33,6";"0,488";"2,36";;
46543000;2;26/08/2005;01/01/1900 09:05;109;"31,0";"32,79";"77,56";"33,6";"0,423";"2,31";;0
46543000;1;26/08/2005;01/01/1900 09:05;109;"31,0";"32,79";"77,56";"33,6";"0,423";"2,31";;
46543000;2;14/12/2004;01/01/1900 07:45;108;"43,0";"43,905";"79,21";"34,0";"0,554";"2,33";;0
46543000;1;14/12/2004;01/01/1900 07:45;108;"43,0";"43,905";"79,21";"34,0";"0,554";"2,33";;
46543000;2;05/10/2004;01/01/1900 08:15;106;"27,0";"31,777";"75,33";"33,8";"0,422";"2,23";;0
46543000;2;05/10/2004;01/01/1900 09:33;107;"27,0";"31,531";"74,68";"33,8";"0,422";"2,21";;0
46543000;1;05/10/2004;01/01/1900 09:33;107;"27,0";"31,531";"74,68";"33,8";"0,422";"2,21";;
46543000;1;05/10/2004;01/01/1900 08:15;106;"27,0";"31,777";"75,33";"33,8";"0,422";"2,23";;
46543000;2;05/12/2003;01/01/1900 08:00;104;"39,0";"38,63";"79,08";"34,2";"0,488";"2,31";;0
46543000;2;05/12/2003;01/01/1900 09:20;105;"39,0";"39,918";"79,47";"34,2";"0,502";"2,32";;0
46543000;1;05/12/2003;01/01/1900 09:20;105;"39,0";"39,918";"79,47";"34,2";"0,502";"2,32";;
46543000;1;05/12/2003;01/01/1900 08:00;104;"39,0";"38,63";"79,08";"34,2";"0,488";"2,31";;
46543000;2;13/08/2003;01/01/1900 08:45;102;"28,0";"30,686";"76,05";"33,7";"0,403";"2,26";;0
46543000;2;13/08/2003;01/01/1900 09:48;103;"28,0";"31,535";"76,09";"33,7";"0,414";"2,26";;0
46543000;1;13/08/2003;01/01/1900 08:45;102;"28,0";"30,686";"76,05";"33,7";"0,403";"2,26";;
46543000;1;13/08/2003;01/01/1900 09:48;103;"28,0";"31,535";"76,09";"33,7";"0,414";"2,26";;
46543000;2;29/04/2003;01/01/1900 09:30;101;"36,0";"38,093";"82,76";"33,8";"0,46";"2,45";;0
46543000;1;29/04/2003;01/01/1900 09:30;101;"36,0";"38,093";"82,76";"33,8";"0,46";"2,45";;
46543000;2;21/03/2003;01/01/1900 08:45;100;"54,0";"55,303";"81,77";"34,5";"0,676";"2,37";;0
46543000;1;21/03/2003;01/01/1900 08:45;100;"54,0";"55,303";"81,77";"34,5";"0,676";"2,37";;
46543000;2;12/12/2002;01/01/1900 09:20;99;"50,0";"50,705";"82,91";"34,0";"0,612";"2,44";;0
46543000;1;12/12/2002;01/01/1900 09:20;99;"50,0";"50,705";"82,91";"34,0";"0,612";"2,44";;
46543000;2;14/08/2002;01/01/1900 09:00;98;"30,0";"31,615";"76,99";"33,5";"0,411";"2,3";;0
46543000;1;14/08/2002;01/01/1900 09:00;98;"30,0";"31,615";"76,99";"33,5";"0,411";"2,3";;
46543000;2;07/06/2002;01/01/1900 09:45;97;"35,0";"34,933";"81,1";"33,5";"0,431";"2,42";;0
46543000;1;07/06/2002;01/01/1900 09:45;97;"35,0";"34,933";"81,1";"33,5";"0,431";"2,42";;
46543000;2;08/04/2002;01/01/1900 08:40;96;"41,0";"41,305";"78,61";"33,5";"0,52";"2,35";;0
46543000;1;08/04/2002;01/01/1900 08:40;96;"41,0";"41,305";"78,61";"33,5";"0,52";"2,35";;
46543000;2;13/12/2001;01/01/1900 09:30;95;"47,0";"46,283";"84,48";"34,0";"0,548";"2,48";;0
46543000;1;13/12/2001;01/01/1900 09:30;95;"47,0";"46,283";"84,48";"34,0";"0,548";"2,48";;
46543000;2;04/09/2001;01/01/1900 10:10;94;"32,0";"31,994";"76,56";"33,6";"0,418";"2,28";;0
46543000;1;04/09/2001;01/01/1900 10:10;94;"32,0";"31,994";"76,56";"33,6";"0,418";"2,28";;
46543000;2;15/05/2001;01/01/1900 09:30;93;"41,0";"43,675";"84,39";"34,0";"0,518";"2,48";;0
46543000;1;15/05/2001;01/01/1900 09:30;93;"41,0";"43,675";"84,39";"34,0";"0,518";"2,48";;
46543000;2;18/12/2000;01/01/1900 15:05;92;"73,0";"76,837";"92,35";"34,0";"0,832";"2,72";;0
46543000;1;18/12/2000;01/01/1900 15:05;92;"73,0";"76,837";"92,35";"34,0";"0,832";"2,72";;
46543000;2;22/08/2000;01/01/1900 07:00;91;"34,0";"34,7";"82,0";"33,8";"0,422";"2,43";;0
46543000;1;22/08/2000;01/01/1900 07:00;91;"34,0";"34,7";"82,0";"33,8";"0,422";"2,43";;
46543000;2;27/04/2000;01/01/1900 07:00;90;"53,0";"55,8";"85,7";"33,5";"0,651";"2,56";;0
46543000;1;27/04/2000;01/01/1900 07:00;90;"53,0";"55,8";"85,7";"33,5";"0,651";"2,56";;
46543000;2;18/02/2000;01/01/1900 07:00;89;"60,0";"60,3";"85,6";"34,4";"0,705";"2,49";;0
46543000;1;18/02/2000;01/01/1900 07:00;89;"60,0";"60,3";"85,6";"34,4";"0,705";"2,49";;
46543000;2;29/11/1999;01/01/1900 07:00;87;"74,0";"81,3";"92,8";"34,3";"0,877";"2,71";;0
46543000;1;29/11/1999;01/01/1900 07:00;87;"74,0";"81,3";"92,8";"34,3";"0,877";"2,71";;
46543000;2;24/02/1999;01/01/1900 07:00;83;"60,0";"65,2";"88,9";"34,1";"0,733";"2,61";;0
46543000;1;24/02/1999;01/01/1900 07:00;83;"60,0";"65,2";"88,9";"34,1";"0,733";"2,61";;
46543000;2;24/11/1998;01/01/1900 07:00;86;"51,0";"54,5";"89,3";"33,9";"0,609";"2,64";;0
46543000;1;24/11/1998;01/01/1900 07:00;86;"51,0";"54,5";"89,3";"33,9";"0,609";"2,64";;
46543000;1;24/11/1998;01/01/1900 07:00;85;"51,0";"54,5";"89,3";"33,9";"0,609";"2,64";;
46543000;2;31/08/1998;01/01/1900 07:00;85;"29,0";"32,7";"80,75";"33,8";"0,404";"2,39";;0
46543000;1;31/08/1998;01/01/1900 07:00;84;"29,0";"32,7";"80,75";"33,8";"0,404";"2,39";;
46543000;1;31/08/1998;01/01/1900 07:00;85;"29,0";"32,7";"80,75";"33,8";"0,404";"2,39";;
46543000;2;22/05/1998;01/01/1900 07:00;84;"30,0";"36,5";"83,23";"34,0";"0,438";"2,45";;0
46543000;1;22/05/1998;01/01/1900 07:00;84;"30,0";"36,5";"83,23";"34,0";"0,438";"2,45";;
46543000;1;22/05/1998;01/01/1900 07:00;83;"30,0";"36,5";"83,23";"34,0";"0,438";"2,45";;
46543000;1;22/05/1998;01/01/1900 07:00;85;"30,0";"36,5";"83,23";"34,0";"0,438";"2,45";;
46543000;2;18/03/1998;01/01/1900 07:00;82;"45,0";"48,0";"85,41";"33,8";"0,562";"2,53";;0
46543000;1;18/03/1998;01/01/1900 07:00;82;"45,0";"48,0";"85,41";"33,8";"0,562";"2,53";;
46543000;2;19/11/1997;01/01/1900 07:00;81;"41,0";"43,7";"80,85";"33,0";"0,541";"2,45";;0
46543000;1;19/11/1997;01/01/1900 07:00;81;"41,0";"43,7";"80,85";"33,0";"0,541";"2,45";;
46543000;2;23/09/1997;01/01/1900 07:00;80;"33,0";"36,8";"79,6";"33,5";"0,461";"2,38";;0
46543000;1;23/09/1997;01/01/1900 07:00;80;"33,0";"36,8";"79,6";"33,5";"0,461";"2,38";;
46543000;2;26/06/1997;01/01/1900 07:00;79;"39,0";"41,5";"82,04";"34,3";"0,506";"2,39";;0
46543000;1;26/06/1997;01/01/1900 07:00;79;"39,0";"41,5";"82,04";"34,3";"0,506";"2,39";;
46543000;2;17/04/1997;01/01/1900 07:00;78;"54,0";"60,8";"89,85";"34,0";"0,677";"2,64";;0
46543000;1;17/04/1997;01/01/1900 07:00;78;"54,0";"60,8";"89,85";"34,0";"0,677";"2,64";;
46543000;2;11/02/1997;01/01/1900 07:00;77;"46,0";"49,9";"86,49";"34,5";"0,577";"2,51";;0
46543000;1;11/02/1997;01/01/1900 07:00;77;"46,0";"49,9";"86,49";"34,5";"0,577";"2,51";;
46543000;2;03/10/1996;01/01/1900 07:00;76;"29,0";"34,1";"78,92";"33,3";"0,433";"2,37";;0
46543000;1;03/10/1996;01/01/1900 07:00;76;"29,0";"34,1";"78,92";"33,3";"0,433";"2,37";;
46543000;2;29/07/1996;01/01/1900 07:00;75;"29,0";"35,2";"80,06";"33,6";"0,44";"23,8";;0
46543000;1;29/07/1996;01/01/1900 07:00;75;"29,0";"35,2";"80,06";"33,6";"0,44";"23,8";;
46543000;2;22/04/1996;01/01/1900 07:00;74;"42,0";"42,0";"84,8";"34,1";"0,496";"2,48";;0
46543000;1;22/04/1996;01/01/1900 07:00;74;"42,0";"42,0";"84,8";"34,1";"0,496";"2,48";;
46543000;2;15/02/1996;01/01/1900 07:00;73;"43,0";"44,9";"88,2";"33,8";"0,509";"2,61";;0
