Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:46543000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
46543000;1;01/11/2024;;1;1;"51,5363";"31,1689";"41,066";25;10;1;1;1;;0;"42,0316";"40,8933";"38,6506";"36,454";"34,8372";"34,3042";"32,723";"32,2019";"31,6839";"31,1689";"31,1689";"31,1689";"38,6506";"45,5138";"44,342";"42,0316";"42,0316";"44,9265";"45,5138";"48,4913";"48,4913";"46,6966";"44,9265";"46,6966";"51,5363";"48,4913";"47,8904";"46,1038";"42,0316";"40,3283";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
46543000;1;01/10/2024;;1;1;"41,461";"17,6869";"25,4031";31;5;1;1;1;;0;"19,8845";"19,047";"18,4976";"18,4976";"17,6869";"18,4976";"18,4976";"19,047";"18,4976";"18,7714";"18,7714";"19,3244";"18,7714";"19,6035";"19,8845";"21,0259";"22,1957";"23,3934";"24,6191";"24,0028";"31,6839";"33,7741";"33,7741";"33,247";"33,247";"34,8372";"34,3042";"36,454";"37,5465";"38,6506";"41,461";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
46543000;1;01/09/2024;;1;1;"21,0259";"19,8845";"20,4816";5;1;1;1;1;;0;"19,8845";"20,7379";"20,4517";"20,4517";"21,0259";"20,7379";"20,7379";"20,4517";"20,7379";"21,0259";"21,0259";"20,4517";"20,7379";"20,1672";"20,4517";"20,4517";"19,8845";"20,4517";"20,4517";"20,4517";"20,4517";"20,7379";"21,0259";"20,1672";"20,4517";"21,0259";"19,8845";"20,1672";"19,8845";"19,8845";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
46543000;1;01/08/2024;;1;1;"23,0914";"19,8845";"21,7263";2;25;1;1;1;;0;"22,1957";"23,0914";"22,4925";"21,9006";"22,791";"22,791";"22,1957";"22,4925";"22,791";"22,1957";"21,3157";"21,9006";"21,9006";"21,3157";"22,1957";"22,1957";"21,6073";"21,6073";"22,4925";"21,3157";"21,6073";"21,0259";"21,3157";"20,4517";"19,8845";"21,0259";"21,3157";"21,0259";"21,3157";"21,0259";"20,7379";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;1;01/07/2024;;1;1;"23,6972";"21,3157";"22,4674";1;23;1;1;1;;0;"23,6972";"23,3934";"23,3934";"22,791";"23,0914";"23,0914";"21,9006";"22,1957";"22,791";"23,6972";"22,1957";"22,791";"23,0914";"22,1957";"22,4925";"23,0914";"22,791";"21,9006";"21,9006";"22,1957";"21,6073";"21,9006";"21,3157";"21,6073";"21,9006";"22,1957";"22,4925";"22,1957";"22,1957";"22,1957";"22,1957";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;1;01/06/2024;;1;1;"24,9299";"21,6073";"23,4296";15;2;1;1;1;;0;"23,0914";"21,6073";"22,1957";"22,791";"23,0914";"23,0914";"24,3101";"23,6972";"23,6972";"24,0028";"24,0028";"23,6972";"24,0028";"24,6191";"24,9299";"24,3101";"24,0028";"24,0028";"24,0028";"24,0028";"23,6972";"23,3934";"22,4925";"22,1957";"22,1957";"22,791";"22,791";"23,6972";"23,3934";"23,0914";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
46543000;1;01/05/2024;;1;1;"29,6423";"22,1957";"24,9151";1;26;1;1;1;;0;"29,6423";"28,64";"28,1436";"26,5096";"25,5566";"25,2423";"25,2423";"26,5096";"26,8307";"25,2423";"24,9299";"24,3101";"24,9299";"25,2423";"25,2423";"24,3101";"23,3934";"23,3934";"24,6191";"24,3101";"24,0028";"24,3101";"23,6972";"23,3934";"22,4925";"22,1957";"24,6191";"24,3101";"24,6191";"23,6972";"22,791";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;1;01/04/2024;;1;1;"44,342";"32,2019";"38,5791";7;30;1;1;1;;0;"36,454";"36,9988";"38,0971";"37,5465";"38,6506";"38,0971";"44,342";"42,0316";"42,0316";"40,8933";"39,207";"40,3283";"41,461";"40,3283";"42,0316";"40,8933";"40,8933";"40,8933";"40,8933";"39,7662";"39,207";"36,9988";"37,5465";"35,9121";"35,9121";"35,3732";"34,3042";"33,7741";"34,3042";"32,2019";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
46543000;1;01/03/2024;;1;1;"58,4676";"36,9988";"45,4785";1;29;1;1;1;;0;"58,4676";"56,546";"55,2779";"55,9107";"56,546";"56,546";"55,9107";"54,6478";"51,5363";"49,0949";"47,2921";"47,8904";"46,6966";"45,5138";"44,342";"43,1812";"44,9265";"40,3283";"39,7662";"39,207";"38,6506";"38,0971";"37,5465";"38,6506";"39,207";"39,7662";"38,0971";"37,5465";"36,9988";"38,0971";"37,5465";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;1;01/02/2024;;1;1;"73,2512";"48,4913";"60,7262";21;16;1;1;1;;0;"58,4676";"59,1133";"57,8245";"57,8245";"57,8245";"57,8245";"57,8245";"56,546";"55,9107";"57,184";"57,8245";"62,3797";"57,8245";"55,9107";"51,5363";"48,4913";"57,184";"55,9107";"60,4122";"69,1007";"73,2512";"71,165";"71,165";"70,4745";"69,7863";"68,4175";"63,704";"61,0655";"59,1133";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
46543000;1;01/01/2024;;1;1;"65,7092";"36,454";"49,4318";27;22;1;1;1;;0;"49,0949";"41,461";"40,3283";"50,922";"50,922";"50,3103";"53,3953";"52,773";"52,773";"51,5363";"50,922";"48,4913";"46,6966";"51,5363";"50,922";"49,0949";"46,6966";"43,7602";"42,0316";"39,7662";"39,207";"36,454";"44,9265";"40,3283";"38,6506";"52,1533";"65,7092";"61,7214";"63,0406";"65,0383";"61,7214";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/12/2023;;1;1;"34,84";"19,6";"26,18";24;19;1;1;1;;;"24,9299";"24,3101";"23,0914";"23,6972";"24,9299";"25,5566";"24,9299";"25,5566";"24,9299";"25,5566";"24,9299";"23,6972";"23,0914";"23,0914";"22,4925";"22,4925";"21,9006";"20,1672";"19,6035";"23,0914";"27,6503";"32,723";"32,723";"34,8372";"33,7741";"31,6839";"30,657";"28,64";"28,64";"29,6423";"28,64";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/11/2023;;1;1;"38,1";"21,32";"27,3";7;22;1;1;1;;;"27,6503";"25,5566";"24,9299";"24,3101";"30,657";"33,7741";"38,0971";"36,9988";"35,9121";"35,9121";"34,8372";"33,7741";"30,657";"28,64";"27,6503";"26,1902";"24,3101";"23,0914";"21,9006";"21,9006";"22,4925";"21,3157";"23,6972";"22,4925";"21,9006";"22,4925";"24,3101";"24,9299";"24,9299";"23,6972";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/10/2023;;1;1;"34,84";"15,86";"21,49";28;22;1;1;1;;;"22,4925";"21,9006";"21,9006";"21,9006";"20,7379";"21,3157";"21,9006";"20,7379";"19,6035";"18,4976";"19,6035";"19,047";"18,4976";"18,4976";"18,4976";"17,4203";"16,3718";"16,3718";"16,3718";"16,8924";"16,8924";"15,8584";"15,8584";"16,8924";"24,9299";"28,64";"32,723";"34,8372";"32,723";"29,6423";"28,64";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/09/2023;;1;1;"31,68";"21,9";"26,06";5;29;1;1;1;;;"29,6423";"29,6423";"29,6423";"30,657";"31,6839";"30,657";"28,64";"27,6503";"27,6503";"27,6503";"26,8307";"26,8307";"25,5566";"25,5566";"24,9299";"25,5566";"24,9299";"25,5566";"24,3101";"25,5566";"24,9299";"23,6972";"23,6972";"23,0914";"22,4925";"23,6972";"23,0914";"23,0914";"21,9006";"23,0914";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/08/2023;;1;1;"29,64";"22,49";"24,71";31;20;1;1;1;;;"24,3101";"24,3101";"24,3101";"23,6972";"24,3101";"23,6972";"24,9299";"24,9299";"23,6972";"24,9299";"23,6972";"24,3101";"23,6972";"23,6972";"24,9299";"23,6972";"24,3101";"24,3101";"24,3101";"22,4925";"24,3101";"24,3101";"24,3101";"24,3101";"24,9299";"24,3101";"24,3101";"27,6503";"27,6503";"27,6503";"29,6423";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/07/2023;;1;1;"26,19";"21,9";"24,58";7;3;1;1;1;;;"23,0914";"23,0914";"21,9006";"24,9299";"23,6972";"24,3101";"26,1902";"25,5566";"24,9299";"24,3101";"26,1902";"24,9299";"23,6972";"24,9299";"24,9299";"25,5566";"25,5566";"25,5566";"24,9299";"24,3101";"25,5566";"25,5566";"24,9299";"23,6972";"24,3101";"24,3101";"23,6972";"24,3101";"24,3101";"24,3101";"24,3101";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/06/2023;;1;1;"26,83";"23,7";"24,88";1;4;;1;1;;;"26,8307";"26,1902";"24,3101";"23,6972";"23,6972";"26,1902";"26,1902";"26,1902";"26,1902";"26,1902";"24,3101";"24,9299";"26,1902";"24,9299";"24,3101";"24,9299";"24,9299";"24,3101";"24,9299";"24,3101";"24,3101";"24,9299";"23,6972";"24,9299";"24,3101";"24,3101";"23,6972";"24,3101";"23,6972";"24,3101";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/05/2023;;1;1;"34,84";"26,83";"29,78";1;23;1;1;1;;;"34,8372";"33,7741";"32,723";"31,6839";"31,6839";"31,6839";"30,657";"29,6423";"28,64";"28,64";"28,64";"29,6423";"30,657";"32,723";"32,723";"32,723";"31,6839";"31,6839";"30,657";"27,6503";"27,6503";"28,64";"26,8307";"28,64";"26,8307";"27,6503";"26,8307";"26,8307";"26,8307";"26,8307";"26,8307";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/04/2023;;1;1;"46,1";"34,84";"38,5";11;5;1;1;1;;;"40,3283";"36,9988";"35,9121";"35,9121";"34,8372";"38,0971";"35,9121";"38,0971";"40,3283";"40,3283";"46,1038";"42,605";"41,461";"39,207";"38,0971";"39,207";"39,207";"38,0971";"38,0971";"36,9988";"42,605";"41,461";"39,207";"39,207";"36,9988";"35,9121";"35,9121";"35,9121";"34,8372";"36,9988";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/03/2023;;1;1;"49,7";"28,64";"38,34";23;12;1;1;1;;;"35,9121";"35,9121";"34,8372";"33,7741";"32,723";"30,657";"32,723";"33,7741";"31,6839";"31,6839";"29,6423";"28,64";"28,64";"31,6839";"32,723";"34,8372";"36,9988";"41,461";"40,3283";"40,3283";"44,9265";"43,7602";"49,7013";"47,2921";"48,4913";"46,1038";"48,4913";"46,1038";"46,1038";"46,1038";"42,605";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/02/2023;;1;1;"55,91";"32,72";"40,27";1;21;;1;1;;;"55,9107";"49,7013";"48,4913";"48,4913";"49,7013";"50,922";"47,2921";"44,9265";"43,7602";"41,461";"41,461";"39,207";"36,9988";"36,9988";"40,3283";"38,0971";"36,9988";"34,8372";"34,8372";"33,7741";"32,723";"33,7741";"33,7741";"33,7741";"34,8372";"33,7741";"34,8372";"35,9121";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
46543000;2;01/01/2023;;1;1;"69,1";"43,76";"53,02";26;11;1;1;1;;;"57,184";"53,3953";"44,9265";"50,922";"48,4913";"46,1038";"47,2921";"46,1038";"46,1038";"44,9265";"43,7602";"44,9265";"50,922";"52,1533";"58,4676";"58,4676";"58,4676";"52,1533";"47,2921";"48,4913";"48,4913";"55,9107";"55,9107";"52,1533";"53,3953";"69,1007";"63,704";"62,3797";"61,0655";"61,0655";"59,7615";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/12/2022;;1;1;"81,44";"55,91";"67,25";3;20;1;1;1;;;"80,2967";"80,2967";"81,4419";"81,4419";"78,0241";"73,2512";"67,7367";"61,0655";"61,0655";"63,704";"62,3797";"59,7615";"59,7615";"59,7615";"59,7615";"61,0655";"62,3797";"63,704";"62,3797";"55,9107";"57,184";"55,9107";"70,4744";"79,1574";"75,7756";"73,2512";"73,2512";"71,858";"69,1007";"65,0383";"58,4676";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/11/2022;;1;1;"84,91";"28,25";"52,73";26;1;1;;1;;;"28,2501";"33,3317";"36,472";"53,7561";"49,6387";"41,8478";"42,8225";"41,8478";"41,8478";"42,8225";"42,8225";"43,7659";"42,8225";"42,8225";"50,6529";"45,683";"50,6529";"48,6346";"47,6406";"49,6387";"56,9503";"54,8107";"55,8755";"55,8755";"76,7642";"84,913";"79,1574";"78,0241";"81,4419";"80,2967";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/10/2022;;1;1;"32,3";"20,52";"25,15";1;19;1;1;1;;;"32,2998";"31,2756";"32,2998";"29,2506";"30,2591";"29,2506";"28,2501";"26,274";"24,6914";"23,9604";"23,9604";"23,9604";"23,2438";"22,5413";"22,5413";"21,1784";"21,1784";"21,1784";"20,5177";"21,8529";"21,8529";"21,8529";"23,2438";"22,5413";"22,5413";"23,2438";"27,2579";"27,2579";"26,274";"26,274";"27,2579";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/09/2022;;1;1;"34,37";"22,54";"26,05";25;19;1;1;1;;;"26,274";"26,274";"24,6914";"24,6914";"24,6914";"24,6914";"24,6914";"25,4369";"25,4369";"24,6914";"23,9604";"25,4369";"24,6914";"24,6914";"23,9604";"23,9604";"23,2438";"23,2438";"22,5413";"22,5413";"23,9604";"23,9604";"24,6914";"26,274";"34,3711";"30,2591";"32,2998";"32,2998";"31,2756";"32,2998";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/08/2022;;1;1;"26,27";"23,24";"24,94";1;28;1;1;1;;;"26,274";"26,274";"25,4369";"25,4369";"25,4369";"25,4369";"23,9604";"25,4369";"24,6914";"25,4369";"25,4369";"25,4369";"24,6914";"23,9604";"24,6914";"24,6914";"25,4369";"26,274";"25,4369";"24,6914";"23,9604";"23,9604";"24,6914";"24,6914";"23,9604";"24,6914";"24,6914";"23,2438";"23,9604";"25,4369";"25,4369";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/07/2022;;1;1;"27,26";"24,69";"25,62";22;3;1;1;1;;;"25,4369";"25,4369";"24,6914";"25,4369";"26,274";"25,4369";"25,4369";"25,4369";"24,6914";"25,4369";"26,274";"25,4369";"26,274";"24,6914";"25,4369";"25,4369";"26,274";"25,4369";"25,4369";"26,274";"25,4369";"27,2579";"25,4369";"26,274";"24,6914";"26,274";"25,4369";"25,4369";"26,274";"25,4369";"25,4369";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/06/2022;;1;1;"27,26";"24,69";"26,06";1;12;;1;1;;;"27,2579";"27,2579";"26,274";"26,274";"26,274";"25,4369";"25,4369";"26,274";"26,274";"26,274";"26,274";"24,6914";"25,4369";"27,2579";"27,2579";"26,274";"26,274";"25,4369";"26,274";"26,274";"26,274";"26,274";"27,2579";"26,274";"24,6914";"24,6914";"24,6914";"25,4369";"25,4369";"26,274";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/05/2022;;1;1;"36,47";"26,27";"31,67";1;29;1;1;1;;;"36,472";"35,4179";"35,4179";"35,4179";"34,3711";"34,3711";"33,3317";"34,3711";"33,3317";"33,3317";"33,3317";"32,2998";"32,2998";"32,2998";"31,2756";"32,2998";"31,2756";"32,2998";"31,2756";"31,2756";"31,2756";"31,2756";"31,2756";"29,2506";"29,2506";"29,2506";"28,2501";"27,2579";"26,274";"26,274";"26,274";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
46543000;2;01/04/2022;;1;1;"41,85";"34,37";"37,55";22;5;1;1;1;;;"36,472";"35,4179";"36,472";"35,4179";"34,3711";"34,3711";"34,3711";"37,5332";"37,5332";"36,472";"36,472";"36,472";"36,472";"36,472";"37,5332";"40,759";"38,6016";"37,5332";"37,5332";"38,6016";"39,6768";"41,8478";"40,759";"40,759";"39,6768";"39,6768";"38,6016";"36,472";"37,5332";"36,472";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46543000;2;01/03/2022;;1;1;"48,63";"37,53";"44,85";4;31;1;1;1;;;"47,6406";"46,6567";"46,6567";"48,6346";"45,683";"46,6567";"48,6346";"48,6346";"48,6346";"47,6406";"47,6406";"46,6567";"45,683";"44,7194";"43,7659";"42,8225";"48,6346";"46,6567";"45,683";"45,683";"47,6406";"45,683";"42,8225";"41,8478";"41,8478";"40,759";"39,6768";"40,759";"39,6768";"38,6016";"37,5332";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
